player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Robert Milkins,Robbie Williams,7,1403,1417,0.4808671876446218,0.4912508931197597,1100,639,7639,4097,527,282,3358,1724,443,225,834,425,181,103,483,259,4,1,0.0,0.8
Rod Lawler,Hammad Miah,7,1234,1233,0.5013671846516985,0.5006249996744794,926,479,6786,3451,265,106,1707,771,88,40,302,143,118,53,403,197,3,4,1.0,0.4285714285714286
Anthony McGill,Himanshu Jain,7,1457,935,0.9584321733617698,0.7866752721841397,728,433,4835,2631,26,6,136,42,205,112,752,407,62,9,136,42,4,1,0.0,0.8
Daniel Wells,Stephen Maguire,7,1380,1397,0.47677179802309366,0.48937659899503627,496,248,3237,1617,1170,756,8506,4781,159,89,393,215,147,78,597,314,3,4,1.0,0.4285714285714286
Jack Lisowski,Matthew Stevens,7,1500,1390,0.6466907800352545,0.5683199834782481,761,465,4920,2693,1104,638,8361,4537,315,173,1055,565,166,88,522,274,4,1,0.0,0.8
Oliver Lines,Kyren Wilson,7,1341,1584,0.2042030834994737,0.352629692418451,347,165,2084,1022,957,609,6111,3448,146,77,444,224,322,194,1385,792,4,3,0.0,0.5714285714285714
David Lilley,Thepchaiya Un-Nooh,7,1256,1438,0.2672511194925776,0.3881726309982629,228,113,1341,674,533,311,3685,1963,129,57,472,228,191,109,598,318,4,1,0.0,0.8
Jiang Jun,Julien Leclercq,7,1033,1145,0.3507768876685381,0.43045377606077095,7,2,37,17,46,21,232,109,37,17,37,17,101,51,212,100,0,4,1.0,0.0
Sanderson Lam,Neil Robertson,7,1248,1447,0.2486877523002489,0.3781283576925339,248,96,1492,653,1222,815,9023,5197,173,88,437,209,225,113,938,533,4,2,0.0,0.6666666666666666
Mark Joyce,Lukas Kleckers,7,1273,1245,0.53821882339539,0.5174928576663897,610,313,4234,2127,204,84,1159,517,112,57,419,199,137,67,442,205,3,4,1.0,0.4285714285714286
Jenson Kendrick,Stuart Bingham,7,955,1468,0.0441314881137971,0.2171249687716896,56,17,309,121,1459,922,10097,5730,68,16,208,82,275,145,1065,578,4,1,0.0,0.8
Ma Hailong,Ding Junhui,7,1054,1501,0.06734965378651359,0.2464753022779692,13,4,84,36,951,633,7277,4151,84,36,84,36,191,100,671,377,3,4,1.0,0.4285714285714286
Jamie Jones,Ross Muir,7,1326,1248,0.6053054839891849,0.5485961085831343,647,385,4220,2281,267,106,1672,770,200,95,641,337,110,53,394,203,4,1,0.0,0.8
Alexander Ursenbacher,Si Jiahui,7,1285,1447,0.2900080765729087,0.4001116311360017,257,118,1549,739,140,73,911,483,114,58,383,187,297,167,661,353,3,4,1.0,0.4285714285714286
Liu Hongyu,Shaun Murphy,7,1132,1565,0.0733898466497402,0.2530332064803101,18,11,91,54,1322,872,9543,5429,48,29,91,54,311,190,939,541,4,3,0.0,0.5714285714285714
Ryan Thomerson,Andrew Higginson,7,969,1348,0.10089547992679015,0.27938786998912934,58,15,340,129,859,496,5961,3237,91,33,169,60,136,73,411,221,1,4,1.0,0.19999999999999996
Marco Fu,John Higgins,7,1340,1580,0.20706719511598104,0.3543436937742046,947,554,7065,3825,1797,1269,14008,8261,77,30,199,94,327,194,1345,782,3,4,1.0,0.4285714285714286
Mohamed Ibrahim,Andy Hicks,7,972,1241,0.1804429523596509,0.33793727519360117,22,4,140,46,744,391,5708,2918,85,29,106,37,116,54,403,177,0,4,1.0,0.0
Thor Chuan Leong,Louis Heathcote,7,1202,1249,0.4360365854867152,0.4706587499542144,160,57,994,435,176,81,981,477,51,29,81,49,163,87,455,220,1,4,1.0,0.19999999999999996
Anthony Hamilton,Barry Hawkins,7,1320,1559,0.2080274894524583,0.354915862427273,1026,584,7545,3981,1291,807,8880,4972,155,73,504,252,235,138,919,523,1,4,1.0,0.19999999999999996
He Guoqiang,Andy Lee,7,1182,1113,0.5934092174000843,0.5430183807243099,35,21,204,107,187,82,1117,509,121,75,121,75,95,33,217,95,4,2,0.0,0.6666666666666666
Xiao Guodong,Tian Pengfei,7,1487,1349,0.6814665603465866,0.585404569129465,718,418,4492,2469,541,301,3544,1876,356,196,880,478,157,82,462,231,4,1,0.0,0.8
Ashley Carty,David Grace,7,1301,1299,0.5027343522137266,0.5012499973958398,255,121,1483,731,462,216,3011,1464,98,53,310,148,149,70,431,206,2,4,1.0,0.33333333333333337
Martin Gould,John Astley,7,1309,1286,0.5314106943491967,0.5143710406970602,883,521,5761,3118,340,155,2098,996,83,35,526,252,139,65,446,219,4,2,0.0,0.6666666666666666
Dean Young,David Gilbert,7,1063,1439,0.10263206739874187,0.28090034258361607,86,34,439,187,905,527,6201,3346,132,59,336,136,200,106,836,469,1,4,1.0,0.19999999999999996
Tom Ford,Xu Si,7,1431,1334,0.6300664956451868,0.5603296426885532,899,514,6091,3252,172,70,1094,496,301,159,869,467,148,75,412,199,4,3,0.0,0.5714285714285714
Dylan Emery,Noppon Saengkham,7,1195,1435,0.2070671951159809,0.3543436937742045,90,38,495,238,423,220,2876,1445,96,42,348,167,270,143,643,339,4,2,0.0,0.6666666666666666
Adam Duffy,Victor Sarkis,7,1120,918,0.7545108097932872,0.623633628298226,417,201,2621,1303,16,1,83,16,111,43,227,95,65,12,83,16,4,1,0.0,0.8
Graeme Dott,Yisong Peng,7,1387,1036,0.8819896948101545,0.706303891936407,1155,675,8301,4468,28,7,175,65,149,77,701,364,121,49,175,65,4,1,0.0,0.8
Long Zehuang,Scott Donaldson,7,1114,1368,0.1939175413401273,0.34637766910049606,38,18,201,97,466,248,2966,1511,42,19,42,19,155,82,632,317,3,4,1.0,0.4285714285714286
Ryan Day,Ashley Hugill,7,1382,1300,0.6105601107289808,0.551071269307342,1265,749,8346,4549,234,104,1393,663,238,117,838,439,156,73,494,237,4,2,0.0,0.6666666666666666
Mark Davis,Joe Perry,7,1326,1374,0.4346885316890212,0.4700359482354282,1284,763,8835,4801,1358,794,9338,5051,161,83,488,239,222,114,773,394,4,1,0.0,0.8
Dominic Dale,Rebecca Kenna,7,1284,850,0.9270557177648056,0.7474390202201999,1078,597,7472,3931,30,3,152,32,111,58,424,201,59,7,138,30,4,1,0.0,0.8
Jamie Clarke,Ali Carter,7,1316,1507,0.2573315456989991,0.38284263734702784,308,153,1807,902,1263,776,8538,4720,106,51,476,233,349,202,1059,610,1,4,1.0,0.19999999999999996
Anton Kazakov,Stuart Carrington,7,979,1303,0.13649619723453,0.3078904956982118,27,3,161,50,493,265,3093,1616,85,27,161,50,136,76,459,240,0,4,1.0,0.0
James Cahill,Manasawin Phetmalaikul,7,1289,1001,0.8357070215370299,0.6726070170677604,310,130,1917,895,40,16,217,96,144,71,479,237,50,27,97,46,4,2,0.0,0.6666666666666666
Zak Surety,Oliver Brown,7,1215,1143,0.597385469526587,0.5448788923735801,224,100,1268,600,260,116,1398,662,113,49,367,166,98,37,242,99,1,4,1.0,0.19999999999999996
Luca Brecel,Stan Moody,7,1526,1016,0.9549844486683168,0.7815974639023655,611,356,4062,2200,28,8,155,62,265,143,876,495,80,26,140,56,4,3,0.0,0.5714285714285714
Siripaporn Nuanthakhamjan,Mohammed Asif,7,966,1099,0.32463153716994,0.4176324592719206,4,0,30,6,48,18,315,145,30,6,30,6,80,26,143,62,3,4,1.0,0.4285714285714286
Ben Mertens,Zhang Anda,7,1279,1403,0.33573422151202137,0.4231147388679537,80,40,468,242,432,217,2971,1503,193,108,340,182,208,120,461,252,0,4,1.0,0.0
Mostafa Dorgham,Mark Allen,7,970,1522,0.03392588932636442,0.20100899975052933,3,0,21,2,1024,678,7218,4100,11,2,11,2,280,150,974,560,0,4,1.0,0.0
David Gilbert,Cao Yupeng,7,1439,1406,0.5450150538752273,0.5206133097144487,905,527,6201,3346,343,180,2313,1193,200,106,836,469,186,104,457,248,0,4,1.0,0.0
Andrew Higginson,Zhou Yuelong,7,1348,1391,0.4414365500608033,0.47315085131088563,859,496,5961,3237,462,274,2899,1561,136,73,411,221,265,131,828,443,2,4,1.0,0.33333333333333337
Gary Wilson,Dominic Dale,7,1382,1284,0.6313550071762073,0.5609454503247162,669,384,4280,2302,1078,597,7472,3931,219,111,749,384,111,58,424,201,4,3,0.0,0.5714285714285714
Xiao Guodong,Mark Williams,7,1487,1606,0.3419698023265052,0.42616874240839064,718,418,4492,2469,1752,1152,12782,7344,356,196,880,478,288,175,1119,654,3,4,1.0,0.4285714285714286
Ricky Walden,Hammad Miah,7,1344,1233,0.6479578189910667,0.5689332093695465,1111,660,7498,4107,265,106,1707,771,234,112,830,449,118,53,403,197,4,2,0.0,0.6666666666666666
Jamie Jones,Chris Wakelin,7,1326,1420,0.37380831662168235,0.44151888756183866,647,385,4220,2281,363,194,2351,1208,200,95,641,337,266,152,634,333,1,4,1.0,0.19999999999999996
Hossein Vafaei,Julien Leclercq,7,1447,1145,0.8469508145525204,0.6802671966986485,290,173,2016,1058,46,21,232,109,267,148,725,398,101,51,212,100,4,3,0.0,0.5714285714285714
Scott Donaldson,Judd Trump,7,1368,1650,0.16928204116233525,0.33070459722255396,466,248,2966,1511,1383,986,9434,5688,155,82,632,317,410,259,1473,909,1,4,1.0,0.19999999999999996
Jack Lisowski,Elliot Slessor,7,1500,1293,0.7597891374076364,0.6265629971237183,761,465,4920,2693,328,156,2018,977,315,173,1055,565,186,99,493,243,3,4,1.0,0.4285714285714286
Tom Ford,Yuan Sijun,7,1431,1453,0.46995217398415456,0.486253465097645,899,514,6091,3252,236,121,1486,759,301,159,869,467,131,75,517,292,2,4,1.0,0.33333333333333337
Michael White,Matthew Selt,7,1346,1400,0.426617737721668,0.46630116456709914,676,372,4369,2276,836,452,5377,2797,150,75,541,282,381,195,905,464,3,4,1.0,0.4285714285714286
Jimmy Robertson,Allan Taylor,7,1406,1233,0.7226276336267841,0.6064704870683034,709,389,4638,2422,422,194,2457,1175,231,127,705,383,109,52,344,150,4,3,0.0,0.5714285714285714
Ronnie O'Sullivan,Jackson Page,7,1612,1352,0.8115488427624657,0.6570104626734988,1476,1124,12723,7766,169,83,1081,533,176,108,1082,643,165,88,526,271,4,1,0.0,0.8
Martin O'Donnell,Mark Selby,7,1331,1584,0.1948385031794988,0.3469438867133873,471,236,2920,1476,1502,1029,10736,6257,98,53,379,194,423,239,1272,721,4,2,0.0,0.6666666666666666
Robert Milkins,Adam Duffy,7,1403,1120,0.8315565774707512,0.6698485160570237,1100,639,7639,4097,417,201,2621,1303,443,225,834,425,111,43,227,95,4,3,0.0,0.5714285714285714
Louis Heathcote,Stephen Maguire,7,1249,1397,0.3064941914991044,0.40854102156721994,176,81,981,477,1170,756,8506,4781,163,87,455,220,147,78,597,314,2,4,1.0,0.33333333333333337
Oliver Lines,Martin Gould,7,1341,1309,0.5436568604546561,0.5199893401555818,347,165,2084,1022,883,521,5761,3118,146,77,444,224,83,35,526,252,4,1,0.0,0.8
Sanderson Lam,Stuart Carrington,7,1248,1303,0.4252756780665456,0.4656790563306954,248,96,1492,653,493,265,3093,1616,173,88,437,209,136,76,459,240,4,0,0.0,1.0
Jenson Kendrick,Lukas Kleckers,7,955,1245,0.1626526926863429,0.3262929005454786,56,17,309,121,204,84,1159,517,68,16,208,82,137,67,442,205,4,1,0.0,0.8
David Grace,Ding Junhui,7,1299,1501,0.24548919020671278,0.376366371701774,462,216,3011,1464,951,633,7277,4151,149,70,431,206,191,100,671,377,1,4,1.0,0.19999999999999996
Si Jiahui,Fergal O'Brien,7,1447,1233,0.7670671244589201,0.6306485256510744,140,73,911,483,1023,560,7464,3882,297,167,661,353,74,35,386,183,4,0,0.0,1.0
Joe O'Connor,Liu Hongyu,7,1388,1132,0.8079159048674549,0.6547534606063192,249,120,1590,791,18,11,91,54,199,108,566,292,48,29,91,54,1,4,1.0,0.19999999999999996
James Cahill,John Higgins,7,1289,1580,0.16183680935294986,0.32574357477705274,310,130,1917,895,1797,1269,14008,8261,144,71,479,237,327,194,1345,782,2,4,1.0,0.33333333333333337
Ryan Day,He Guoqiang,7,1382,1182,0.7523810515908647,0.6224593312018546,1265,749,8346,4549,35,21,204,107,238,117,838,439,121,75,121,75,3,4,1.0,0.4285714285714286
Dylan Emery,Oliver Brown,7,1195,1143,0.5706954446194282,0.5324543063873187,90,38,495,238,260,116,1398,662,96,42,348,167,98,37,242,99,4,1,0.0,0.8
Graeme Dott,Barry Hawkins,7,1387,1559,0.278509149386796,0.3941263315682394,1155,675,8301,4468,1291,807,8880,4972,149,77,701,364,235,138,919,523,4,2,0.0,0.6666666666666666
Mark Davis,David Lilley,7,1326,1256,0.5947357972115818,0.5436386872370789,1284,763,8835,4801,228,113,1341,674,161,83,488,239,129,57,472,228,4,2,0.0,0.6666666666666666
Ali Carter,Liam Pullen,7,1507,1063,0.9313914957717048,0.7521291114395702,1263,776,8538,4720,26,14,157,78,349,202,1059,610,87,44,157,78,4,0,0.0,1.0
Luca Brecel,Andy Hicks,7,1526,1241,0.8332252833962372,0.6709533329057776,611,356,4062,2200,744,391,5708,2918,265,143,876,495,116,54,403,177,4,1,0.0,0.8
Mohammed Asif,Fan Zhengyi,7,1099,1332,0.213847750100206,0.3583575467984366,48,18,315,145,140,56,910,398,80,26,143,62,186,100,518,257,4,3,0.0,0.5714285714285714
Zhang Anda,Anthony McGill,7,1403,1457,0.4266177377216683,0.4663011645670992,432,217,2971,1503,728,433,4835,2631,208,120,461,252,205,112,752,407,4,1,0.0,0.8
Mark Allen,Wu Yize,7,1522,1363,0.7064965786766507,0.5980868603322034,1024,678,7218,4100,84,42,600,304,280,150,974,560,199,104,452,241,4,1,0.0,0.8
Zhou Yuelong,Sanderson Lam,7,1391,1248,0.6875128007198821,0.5884351201276382,462,274,2899,1561,248,96,1492,653,265,131,828,443,173,88,437,209,4,0,0.0,1.0
Dylan Emery,Mark Williams,7,1195,1606,0.08376211433503478,0.2635690682990277,90,38,495,238,1752,1152,12782,7344,96,42,348,167,288,175,1119,654,2,4,1.0,0.33333333333333337
Ricky Walden,Graeme Dott,7,1344,1387,0.4414365500608033,0.4731508513108857,1111,660,7498,4107,1155,675,8301,4468,234,112,830,449,149,77,701,364,4,3,0.0,0.5714285714285714
Judd Trump,Jimmy Robertson,7,1650,1406,0.7967460208697068,0.6479408020806503,1383,986,9434,5688,709,389,4638,2422,410,259,1473,909,231,127,705,383,4,3,0.0,0.5714285714285714
Yuan Sijun,Robert Milkins,7,1453,1403,0.5680051367615364,0.5312093733737563,236,121,1486,759,1100,639,7639,4097,131,75,517,292,443,225,834,425,4,1,0.0,0.8
Mark Allen,Matthew Selt,7,1522,1400,0.6617771911912349,0.5756643510425494,1024,678,7218,4100,836,452,5377,2797,280,150,974,560,381,195,905,464,2,4,1.0,0.33333333333333337
Ronnie O'Sullivan,Si Jiahui,7,1612,1447,0.7134663824052628,0.6016871801828567,1476,1124,12723,7766,140,73,911,483,176,108,1082,643,297,167,661,353,4,2,0.0,0.6666666666666666
Stephen Maguire,Martin O'Donnell,7,1397,1331,0.5894226890211183,0.5411566681502281,1170,756,8506,4781,471,236,2920,1476,147,78,597,314,98,53,379,194,1,4,1.0,0.19999999999999996
Cao Yupeng,Oliver Lines,7,1406,1341,0.5880916350836761,0.5405358392737893,343,180,2313,1193,347,165,2084,1022,186,104,457,248,146,77,444,224,2,4,1.0,0.33333333333333337
Gary Wilson,Ding Junhui,7,1382,1501,0.3419698023265052,0.42616874240839064,669,384,4280,2302,951,633,7277,4151,219,111,749,384,191,100,671,377,2,4,1.0,0.33333333333333337
Liu Hongyu,Chris Wakelin,7,1132,1420,0.16429297846297,0.3273929829322395,18,11,91,54,363,194,2351,1208,48,29,91,54,266,152,634,333,4,3,0.0,0.5714285714285714
John Higgins,Mark Davis,7,1580,1326,0.8060824586598727,0.653622330899504,1797,1269,14008,8261,1284,763,8835,4801,327,194,1345,782,161,83,488,239,4,0,0.0,1.0
He Guoqiang,Hossein Vafaei,7,1182,1447,0.1839737621952785,0.3401782450279425,35,21,204,107,290,173,2016,1058,121,75,121,75,267,148,725,398,4,3,0.0,0.5714285714285714
Jenson Kendrick,Ali Carter,7,955,1507,0.03392588932636442,0.20100899975052933,56,17,309,121,1263,776,8538,4720,68,16,208,82,349,202,1059,610,0,4,1.0,0.0
Mohammed Asif,Luca Brecel,7,1099,1526,0.07610979697030518,0.2558788056967157,48,18,315,145,611,356,4062,2200,80,26,143,62,265,143,876,495,0,4,1.0,0.0
Zhang Anda,Elliot Slessor,7,1403,1293,0.6466907800352545,0.5683199834782481,432,217,2971,1503,328,156,2018,977,208,120,461,252,186,99,493,243,4,1,0.0,0.8
Zhou Yuelong,Ali Carter,7,1391,1507,0.3457334311872113,0.4280038670684813,462,274,2899,1561,1263,776,8538,4720,265,131,828,443,349,202,1059,610,4,1,0.0,0.8
Yuan Sijun,Judd Trump,7,1453,1650,0.25083317875237854,0.37930480863564453,236,121,1486,759,1383,986,9434,5688,131,75,517,292,410,259,1473,909,2,4,1.0,0.33333333333333337
Ricky Walden,Matthew Selt,7,1344,1400,0.4239345393092091,0.4650570548417855,1111,660,7498,4107,836,452,5377,2797,234,112,830,449,381,195,905,464,3,4,1.0,0.4285714285714286
He Guoqiang,Martin O'Donnell,7,1182,1331,0.30530209550926213,0.4079370718351808,35,21,204,107,471,236,2920,1476,121,75,121,75,98,53,379,194,2,4,1.0,0.33333333333333337
Luca Brecel,Ding Junhui,7,1526,1501,0.534135239137421,0.5156199157230156,611,356,4062,2200,951,633,7277,4151,265,143,876,495,191,100,671,377,3,4,1.0,0.4285714285714286
Liu Hongyu,Mark Williams,7,1132,1606,0.0568528456965257,0.2341543741802028,18,11,91,54,1752,1152,12782,7344,48,29,91,54,288,175,1119,654,4,3,0.0,0.5714285714285714
Oliver Lines,John Higgins,7,1341,1580,0.2080274894524583,0.354915862427273,347,165,2084,1022,1797,1269,14008,8261,146,77,444,224,327,194,1345,782,1,4,1.0,0.19999999999999996
Zhang Anda,Ronnie O'Sullivan,7,1403,1612,0.238118079693393,0.3722678361394811,432,217,2971,1503,1476,1124,12723,7766,208,120,461,252,176,108,1082,643,4,2,0.0,0.6666666666666666
Judd Trump,Matthew Selt,9,1650,1400,0.8305589863516776,0.6513548646660542,1383,986,9434,5688,836,452,5377,2797,410,259,1473,909,381,195,905,464,5,1,0.0,0.8333333333333334
Ding Junhui,Liu Hongyu,9,1501,1132,0.9191219895419344,0.7155512239631054,951,633,7277,4151,18,11,91,54,191,100,671,377,48,29,91,54,2,5,1.0,0.2857142857142857
John Higgins,Martin O'Donnell,9,1580,1331,0.8296059536556128,0.6507869207968349,1797,1269,14008,8261,471,236,2920,1476,327,194,1345,782,98,53,379,194,5,1,0.0,0.8333333333333334
Zhou Yuelong,Zhang Anda,9,1391,1403,0.481549887645777,0.4925005624493797,462,274,2899,1561,432,217,2971,1503,265,131,828,443,208,120,461,252,4,5,1.0,0.4444444444444444
John Higgins,Judd Trump,11,1580,1650,0.3833548191267748,0.45636131276292113,1797,1269,14008,8261,1383,986,9434,5688,327,194,1345,782,410,259,1473,909,5,6,1.0,0.4545454545454546
Liu Hongyu,Zhang Anda,11,1132,1403,0.12739046782781716,0.3368195049006435,18,11,91,54,432,217,2971,1503,48,29,91,54,208,120,461,252,2,6,1.0,0.25
Judd Trump,Zhang Anda,17,1650,1403,0.9000702581032928,0.6496497492904088,1383,986,9434,5688,432,217,2971,1503,410,259,1473,909,208,120,461,252,9,7,0.0,0.5625
Fan Zhengyi,Gary Wilson,11,1325,1383,0.4028914906484895,0.4638133797682053,142,57,922,405,672,386,4300,2312,198,107,530,264,239,121,769,394,6,2,0.0,0.75
Pang Junxu,Mark Williams,11,1429,1594,0.24279099552671723,0.3983128198171433,132,71,825,427,1756,1155,12806,7359,261,149,601,332,312,190,1143,669,1,6,1.0,0.1428571428571429
Gong Chenzhi,Hossein Vafaei,11,1074,1437,0.06491745972464524,0.2875116868679298,11,8,69,41,293,175,2034,1069,69,41,69,41,285,159,743,409,1,6,1.0,0.1428571428571429
Yulu Bai,Robert Milkins,11,1029,1399,0.06141217461146842,0.28394020618429017,6,3,40,20,1103,641,7656,4106,40,20,40,20,460,234,851,434,1,6,1.0,0.1428571428571429
Jack Lisowski,Zhou Yuelong,11,1498,1431,0.6117877063659423,0.5417773692836367,763,466,4932,2700,467,278,2929,1581,327,180,1067,572,295,151,858,463,6,5,0.0,0.5454545454545454
Ding Junhui,Si Jiahui,11,1486,1454,0.5539679003439111,0.5199893401555818,956,637,7309,4169,143,75,928,493,223,118,703,395,314,177,678,363,6,2,0.0,0.75
John Higgins,Deng Haohui,11,1605,1009,0.992358435683077,0.8160782725804958,1803,1274,14047,8287,4,2,22,12,366,220,1384,808,22,12,22,12,6,0,0.0,1.0
Ali Carter,Dong Zihao,11,1514,1000,0.9826819992138744,0.7832996849890409,1267,779,8556,4733,0,0,0,0,367,215,1077,623,0,0,0,0,6,2,0.0,0.75
Fan Zhengyi,Mark Allen,11,1325,1524,0.2005243513226896,0.3781283576925339,142,57,922,405,1027,680,7233,4110,198,107,530,264,295,160,989,570,6,3,0.0,0.6666666666666666
Jack Lisowski,Judd Trump,11,1498,1661,0.24542522626437668,0.3995117254730336,763,466,4932,2700,1390,993,9489,5724,327,180,1067,572,465,295,1528,945,5,6,1.0,0.4545454545454546
Hossein Vafaei,Mark Selby,11,1437,1569,0.2882274539121976,0.4182406231581637,293,175,2034,1069,1504,1030,10747,6263,285,159,743,409,434,245,1283,727,5,6,1.0,0.4545454545454546
Ding Junhui,Neil Robertson,11,1486,1433,0.5888897906976713,0.5330766223661048,956,637,7309,4169,1223,815,9029,5199,223,118,703,395,231,115,944,535,5,6,1.0,0.4545454545454546
Ali Carter,Ronnie O'Sullivan,11,1514,1615,0.33440514870003335,0.4372082598613548,1267,779,8556,4733,1480,1127,12744,7780,367,215,1077,623,197,122,1103,657,3,6,1.0,0.33333333333333337
Robert Milkins,Shaun Murphy,11,1399,1547,0.2656828446942061,0.4085410215672199,1103,641,7656,4106,1323,872,9550,5432,460,234,851,434,318,193,946,544,6,5,0.0,0.5454545454545454
John Higgins,Kyren Wilson,11,1605,1572,0.5556431271115847,0.5206133097144486,1803,1274,14047,8287,958,609,6118,3451,366,220,1384,808,329,197,1392,795,6,3,0.0,0.6666666666666666
Mark Williams,Luca Brecel,11,1594,1523,0.6182601443078579,0.5442588584178731,1756,1155,12806,7359,615,359,4085,2215,312,190,1143,669,288,158,899,510,4,6,1.0,0.4
Judd Trump,Mark Selby,11,1661,1569,0.6516385567369207,0.5572478545985557,1390,993,9489,5724,1504,1030,10747,6263,465,295,1528,945,434,245,1283,727,1,6,1.0,0.1428571428571429
Neil Robertson,Fan Zhengyi,11,1433,1325,0.6762884110738897,0.5670929049654543,1223,815,9029,5199,142,57,922,405,231,115,944,535,198,107,530,264,6,1,0.0,0.8571428571428571
Ronnie O'Sullivan,John Higgins,11,1615,1605,0.516913659711329,0.5062496744995104,1480,1127,12744,7780,1803,1274,14047,8287,197,122,1103,657,366,220,1384,808,6,5,0.0,0.5454545454545454
Luca Brecel,Robert Milkins,11,1523,1399,0.7001574255021287,0.5768852611320463,615,359,4085,2215,1103,641,7656,4106,288,158,899,510,460,234,851,434,6,3,0.0,0.6666666666666666
Ronnie O'Sullivan,Mark Selby,19,1615,1569,0.6002080964095705,0.5287183569514396,1480,1127,12744,7780,1504,1030,10747,6263,197,122,1103,657,434,245,1283,727,10,7,0.0,0.5882352941176471
Luca Brecel,Neil Robertson,19,1523,1433,0.69017703192233,0.5560138905446199,615,359,4085,2215,1223,815,9029,5199,288,158,899,510,231,115,944,535,10,7,0.0,0.5882352941176471
Luca Brecel,Ronnie O'Sullivan,21,1523,1615,0.2971116784194321,0.4427521454014445,615,359,4085,2215,1480,1127,12744,7780,288,158,899,510,197,122,1103,657,9,11,1.0,0.44999999999999996
