player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Robert Milkins,Robbie Williams,7,1403,1417,0.48086718764462183,0.4912508931197597,1100,639,7639,4097,527,282,3358,1724,443,225,834,425,181,103,483,259,4,1,0.0,0.8
Hammad Miah,Rod Lawler,7,1233,1234,0.4986328153483015,0.4993750003255206,265,106,1707,771,926,479,6786,3451,118,53,403,197,88,40,302,143,4,3,0.0,0.5714285714285714
Anthony McGill,Himanshu Jain,7,1457,935,0.9584321733617698,0.7866752721841397,728,433,4835,2631,26,6,136,42,205,112,752,407,62,9,136,42,4,1,0.0,0.8
Stephen Maguire,Daniel Wells,7,1397,1380,0.5232282019769063,0.5106234010049637,1170,756,8506,4781,496,248,3237,1617,147,78,597,314,159,89,393,215,4,3,0.0,0.5714285714285714
Jack Lisowski,Matthew Stevens,7,1500,1390,0.6466907800352545,0.5683199834782481,761,465,4920,2693,1104,638,8361,4537,315,173,1055,565,166,88,522,274,4,1,0.0,0.8
Oliver Lines,Kyren Wilson,7,1341,1584,0.20420308349947378,0.35262969241845105,347,165,2084,1022,957,609,6111,3448,146,77,444,224,322,194,1385,792,4,3,0.0,0.5714285714285714
David Lilley,Thepchaiya Un-Nooh,7,1256,1438,0.2672511194925776,0.3881726309982629,228,113,1341,674,533,311,3685,1963,129,57,472,228,191,109,598,318,4,1,0.0,0.8
Julien Leclercq,Jiang Jun,7,1145,1033,0.6492231123314619,0.569546223939229,46,21,232,109,7,2,37,17,101,51,212,100,37,17,37,17,4,0,0.0,1.0
Sanderson Lam,Neil Robertson,7,1248,1447,0.24868775230024892,0.3781283576925339,248,96,1492,653,1222,815,9023,5197,173,88,437,209,225,113,938,533,4,2,0.0,0.6666666666666666
Lukas Kleckers,Mark Joyce,7,1245,1273,0.46178117660461016,0.48250714233361025,204,84,1159,517,610,313,4234,2127,137,67,442,205,112,57,419,199,4,3,0.0,0.5714285714285714
Jenson Kendrick,Stuart Bingham,7,955,1468,0.044131488113797135,0.21712496877168966,56,17,309,121,1459,922,10097,5730,68,16,208,82,275,145,1065,578,4,1,0.0,0.8
Ding Junhui,Ma Hailong,7,1501,1054,0.9326503462134863,0.7535246977220308,951,633,7277,4151,13,4,84,36,191,100,671,377,84,36,84,36,4,3,0.0,0.5714285714285714
Jamie Jones,Ross Muir,7,1326,1248,0.6053054839891849,0.5485961085831343,647,385,4220,2281,267,106,1672,770,200,95,641,337,110,53,394,203,4,1,0.0,0.8
Si Jiahui,Alexander Ursenbacher,7,1447,1285,0.7099919234270913,0.5998883688639983,140,73,911,483,257,118,1549,739,297,167,661,353,114,58,383,187,4,3,0.0,0.5714285714285714
Liu Hongyu,Shaun Murphy,7,1132,1565,0.07338984664974028,0.25303320648031014,18,11,91,54,1322,872,9543,5429,48,29,91,54,311,190,939,541,4,3,0.0,0.5714285714285714
Andrew Higginson,Ryan Thomerson,7,1348,969,0.8991045200732098,0.7206121300108707,859,496,5961,3237,58,15,340,129,136,73,411,221,91,33,169,60,4,1,0.0,0.8
John Higgins,Marco Fu,7,1580,1340,0.792932804884019,0.6456563062257954,1797,1269,14008,8261,947,554,7065,3825,327,194,1345,782,77,30,199,94,4,3,0.0,0.5714285714285714
Andy Hicks,Mohamed Ibrahim,7,1241,972,0.8195570476403491,0.6620627248063988,744,391,5708,2918,22,4,140,46,116,54,403,177,85,29,106,37,4,0,0.0,1.0
Louis Heathcote,Thor Chuan Leong,7,1249,1202,0.5639634145132848,0.5293412500457856,176,81,981,477,160,57,994,435,163,87,455,220,51,29,81,49,4,1,0.0,0.8
Barry Hawkins,Anthony Hamilton,7,1559,1320,0.7919725105475417,0.645084137572727,1291,807,8880,4972,1026,584,7545,3981,235,138,919,523,155,73,504,252,4,1,0.0,0.8
He Guoqiang,Andy Lee,7,1182,1113,0.5934092174000843,0.5430183807243099,35,21,204,107,187,82,1117,509,121,75,121,75,95,33,217,95,4,2,0.0,0.6666666666666666
Xiao Guodong,Tian Pengfei,7,1487,1349,0.6814665603465866,0.585404569129465,718,418,4492,2469,541,301,3544,1876,356,196,880,478,157,82,462,231,4,1,0.0,0.8
David Grace,Ashley Carty,7,1299,1301,0.4972656477862734,0.49875000260416025,462,216,3011,1464,255,121,1483,731,149,70,431,206,98,53,310,148,4,2,0.0,0.6666666666666666
Martin Gould,John Astley,7,1309,1286,0.5314106943491967,0.5143710406970602,883,521,5761,3118,340,155,2098,996,83,35,526,252,139,65,446,219,4,2,0.0,0.6666666666666666
David Gilbert,Dean Young,7,1439,1063,0.8973679326012581,0.7190996574163839,905,527,6201,3346,86,34,439,187,200,106,836,469,132,59,336,136,4,1,0.0,0.8
Tom Ford,Xu Si,7,1431,1334,0.6300664956451868,0.5603296426885532,899,514,6091,3252,172,70,1094,496,301,159,869,467,148,75,412,199,4,3,0.0,0.5714285714285714
Dylan Emery,Noppon Saengkham,7,1195,1435,0.2070671951159809,0.35434369377420455,90,38,495,238,423,220,2876,1445,96,42,348,167,270,143,643,339,4,2,0.0,0.6666666666666666
Adam Duffy,Victor Sarkis,7,1120,918,0.7545108097932872,0.623633628298226,417,201,2621,1303,16,1,83,16,111,43,227,95,65,12,83,16,4,1,0.0,0.8
Graeme Dott,Yisong Peng,7,1387,1036,0.8819896948101545,0.706303891936407,1155,675,8301,4468,28,7,175,65,149,77,701,364,121,49,175,65,4,1,0.0,0.8
Scott Donaldson,Long Zehuang,7,1368,1114,0.8060824586598727,0.653622330899504,466,248,2966,1511,38,18,201,97,155,82,632,317,42,19,42,19,4,3,0.0,0.5714285714285714
Ryan Day,Ashley Hugill,7,1382,1300,0.6105601107289808,0.551071269307342,1265,749,8346,4549,234,104,1393,663,238,117,838,439,156,73,494,237,4,2,0.0,0.6666666666666666
Mark Davis,Joe Perry,7,1326,1374,0.4346885316890212,0.4700359482354282,1284,763,8835,4801,1358,794,9338,5051,161,83,488,239,222,114,773,394,4,1,0.0,0.8
Dominic Dale,Rebecca Kenna,7,1284,850,0.9270557177648057,0.7474390202201999,1078,597,7472,3931,30,3,152,32,111,58,424,201,59,7,138,30,4,1,0.0,0.8
Ali Carter,Jamie Clarke,7,1507,1316,0.7426684543010009,0.6171573626529722,1263,776,8538,4720,308,153,1807,902,349,202,1059,610,106,51,476,233,4,1,0.0,0.8
Stuart Carrington,Anton Kazakov,7,1303,979,0.86350380276547,0.6921095043017882,493,265,3093,1616,27,3,161,50,136,76,459,240,85,27,161,50,4,0,0.0,1.0
James Cahill,Manasawin Phetmalaikul,7,1289,1001,0.8357070215370299,0.6726070170677604,310,130,1917,895,40,16,217,96,144,71,479,237,50,27,97,46,4,2,0.0,0.6666666666666666
Oliver Brown,Zak Surety,7,1143,1215,0.40261453047341306,0.45512110762641994,260,116,1398,662,224,100,1268,600,98,37,242,99,113,49,367,166,4,1,0.0,0.8
Luca Brecel,Stan Moody,7,1526,1016,0.9549844486683168,0.7815974639023655,611,356,4062,2200,28,8,155,62,265,143,876,495,80,26,140,56,4,3,0.0,0.5714285714285714
Mohammed Asif,Siripaporn Nuanthakhamjan,7,1099,966,0.67536846283006,0.5823675407280794,48,18,315,145,4,0,30,6,80,26,143,62,30,6,30,6,4,3,0.0,0.5714285714285714
Zhang Anda,Ben Mertens,7,1403,1279,0.6642657784879786,0.5768852611320463,432,217,2971,1503,80,40,468,242,208,120,461,252,193,108,340,182,4,0,0.0,1.0
Mark Allen,Mostafa Dorgham,7,1522,970,0.9660741106736357,0.7989910002494707,1024,678,7218,4100,3,0,21,2,280,150,974,560,11,2,11,2,4,0,0.0,1.0
Cao Yupeng,David Gilbert,7,1406,1439,0.45498494612477275,0.47938669028555136,343,180,2313,1193,905,527,6201,3346,186,104,457,248,200,106,836,469,4,0,0.0,1.0
Zhou Yuelong,Andrew Higginson,7,1391,1348,0.5585634499391967,0.5268491486891144,462,274,2899,1561,859,496,5961,3237,265,131,828,443,136,73,411,221,4,2,0.0,0.6666666666666666
Gary Wilson,Dominic Dale,7,1382,1284,0.6313550071762073,0.5609454503247162,669,384,4280,2302,1078,597,7472,3931,219,111,749,384,111,58,424,201,4,3,0.0,0.5714285714285714
Mark Williams,Xiao Guodong,7,1606,1487,0.6580301976734948,0.5738312575916094,1752,1152,12782,7344,718,418,4492,2469,288,175,1119,654,356,196,880,478,4,3,0.0,0.5714285714285714
Ricky Walden,Hammad Miah,7,1344,1233,0.6479578189910667,0.5689332093695465,1111,660,7498,4107,265,106,1707,771,234,112,830,449,118,53,403,197,4,2,0.0,0.6666666666666666
Chris Wakelin,Jamie Jones,7,1420,1326,0.6261916833783177,0.5584811124381613,363,194,2351,1208,647,385,4220,2281,266,152,634,333,200,95,641,337,4,1,0.0,0.8
Hossein Vafaei,Julien Leclercq,7,1447,1145,0.8469508145525204,0.6802671966986485,290,173,2016,1058,46,21,232,109,267,148,725,398,101,51,212,100,4,3,0.0,0.5714285714285714
Judd Trump,Scott Donaldson,7,1650,1368,0.8307179588376647,0.669295402777446,1383,986,9434,5688,466,248,2966,1511,410,259,1473,909,155,82,632,317,4,1,0.0,0.8
Elliot Slessor,Jack Lisowski,7,1293,1500,0.24021086259236363,0.3734370028762817,328,156,2018,977,761,465,4920,2693,186,99,493,243,315,173,1055,565,4,3,0.0,0.5714285714285714
Yuan Sijun,Tom Ford,7,1453,1431,0.5300478260158454,0.513746534902355,236,121,1486,759,899,514,6091,3252,131,75,517,292,301,159,869,467,4,2,0.0,0.6666666666666666
Matthew Selt,Michael White,7,1400,1346,0.573382262278332,0.5336988354329009,836,452,5377,2797,676,372,4369,2276,381,195,905,464,150,75,541,282,4,3,0.0,0.5714285714285714
Jimmy Robertson,Allan Taylor,7,1406,1233,0.7226276336267841,0.6064704870683034,709,389,4638,2422,422,194,2457,1175,231,127,705,383,109,52,344,150,4,3,0.0,0.5714285714285714
Ronnie O'Sullivan,Jackson Page,7,1612,1352,0.8115488427624657,0.6570104626734988,1476,1124,12723,7766,169,83,1081,533,176,108,1082,643,165,88,526,271,4,1,0.0,0.8
Martin O'Donnell,Mark Selby,7,1331,1584,0.1948385031794988,0.3469438867133873,471,236,2920,1476,1502,1029,10736,6257,98,53,379,194,423,239,1272,721,4,2,0.0,0.6666666666666666
Robert Milkins,Adam Duffy,7,1403,1120,0.8315565774707512,0.6698485160570237,1100,639,7639,4097,417,201,2621,1303,443,225,834,425,111,43,227,95,4,3,0.0,0.5714285714285714
Stephen Maguire,Louis Heathcote,7,1397,1249,0.6935058085008956,0.5914589784327801,1170,756,8506,4781,176,81,981,477,147,78,597,314,163,87,455,220,4,2,0.0,0.6666666666666666
Oliver Lines,Martin Gould,7,1341,1309,0.5436568604546561,0.5199893401555818,347,165,2084,1022,883,521,5761,3118,146,77,444,224,83,35,526,252,4,1,0.0,0.8
Sanderson Lam,Stuart Carrington,7,1248,1303,0.42527567806654565,0.4656790563306954,248,96,1492,653,493,265,3093,1616,173,88,437,209,136,76,459,240,4,0,0.0,1.0
Jenson Kendrick,Lukas Kleckers,7,955,1245,0.16265269268634297,0.3262929005454786,56,17,309,121,204,84,1159,517,68,16,208,82,137,67,442,205,4,1,0.0,0.8
Ding Junhui,David Grace,7,1501,1299,0.7545108097932872,0.623633628298226,951,633,7277,4151,462,216,3011,1464,191,100,671,377,149,70,431,206,4,1,0.0,0.8
Si Jiahui,Fergal O'Brien,7,1447,1233,0.7670671244589201,0.6306485256510744,140,73,911,483,1023,560,7464,3882,297,167,661,353,74,35,386,183,4,0,0.0,1.0
Liu Hongyu,Joe O'Connor,7,1132,1388,0.1920840951325451,0.3452465393936808,18,11,91,54,249,120,1590,791,48,29,91,54,199,108,566,292,4,1,0.0,0.8
John Higgins,James Cahill,7,1580,1289,0.8381631906470501,0.6742564252229473,1797,1269,14008,8261,310,130,1917,895,327,194,1345,782,144,71,479,237,4,2,0.0,0.6666666666666666
He Guoqiang,Ryan Day,7,1182,1382,0.24761894840913548,0.3775406687981454,35,21,204,107,1265,749,8346,4549,121,75,121,75,238,117,838,439,4,3,0.0,0.5714285714285714
Dylan Emery,Oliver Brown,7,1195,1143,0.5706954446194282,0.5324543063873187,90,38,495,238,260,116,1398,662,96,42,348,167,98,37,242,99,4,1,0.0,0.8
Graeme Dott,Barry Hawkins,7,1387,1559,0.278509149386796,0.3941263315682394,1155,675,8301,4468,1291,807,8880,4972,149,77,701,364,235,138,919,523,4,2,0.0,0.6666666666666666
Mark Davis,David Lilley,7,1326,1256,0.5947357972115818,0.5436386872370789,1284,763,8835,4801,228,113,1341,674,161,83,488,239,129,57,472,228,4,2,0.0,0.6666666666666666
Ali Carter,Liam Pullen,7,1507,1063,0.9313914957717048,0.7521291114395702,1263,776,8538,4720,26,14,157,78,349,202,1059,610,87,44,157,78,4,0,0.0,1.0
Luca Brecel,Andy Hicks,7,1526,1241,0.8332252833962372,0.6709533329057776,611,356,4062,2200,744,391,5708,2918,265,143,876,495,116,54,403,177,4,1,0.0,0.8
Mohammed Asif,Fan Zhengyi,7,1099,1332,0.21384775010020607,0.3583575467984366,48,18,315,145,140,56,910,398,80,26,143,62,186,100,518,257,4,3,0.0,0.5714285714285714
Zhang Anda,Anthony McGill,7,1403,1457,0.4266177377216683,0.4663011645670992,432,217,2971,1503,728,433,4835,2631,208,120,461,252,205,112,752,407,4,1,0.0,0.8
Mark Allen,Wu Yize,7,1522,1363,0.7064965786766507,0.5980868603322034,1024,678,7218,4100,84,42,600,304,280,150,974,560,199,104,452,241,4,1,0.0,0.8
Zhou Yuelong,Sanderson Lam,7,1391,1248,0.6875128007198821,0.5884351201276382,462,274,2899,1561,248,96,1492,653,265,131,828,443,173,88,437,209,4,0,0.0,1.0
Mark Williams,Dylan Emery,7,1606,1195,0.9162378856649652,0.7364309317009723,1752,1152,12782,7344,90,38,495,238,288,175,1119,654,96,42,348,167,4,2,0.0,0.6666666666666666
Ricky Walden,Graeme Dott,7,1344,1387,0.44143655006080335,0.4731508513108857,1111,660,7498,4107,1155,675,8301,4468,234,112,830,449,149,77,701,364,4,3,0.0,0.5714285714285714
Judd Trump,Jimmy Robertson,7,1650,1406,0.7967460208697068,0.6479408020806503,1383,986,9434,5688,709,389,4638,2422,410,259,1473,909,231,127,705,383,4,3,0.0,0.5714285714285714
Yuan Sijun,Robert Milkins,7,1453,1403,0.5680051367615364,0.5312093733737563,236,121,1486,759,1100,639,7639,4097,131,75,517,292,443,225,834,425,4,1,0.0,0.8
Matthew Selt,Mark Allen,7,1400,1522,0.33822280880876515,0.42433564895745063,836,452,5377,2797,1024,678,7218,4100,381,195,905,464,280,150,974,560,4,2,0.0,0.6666666666666666
Ronnie O'Sullivan,Si Jiahui,7,1612,1447,0.7134663824052628,0.6016871801828567,1476,1124,12723,7766,140,73,911,483,176,108,1082,643,297,167,661,353,4,2,0.0,0.6666666666666666
Martin O'Donnell,Stephen Maguire,7,1331,1397,0.4105773109788817,0.45884333184977194,471,236,2920,1476,1170,756,8506,4781,98,53,379,194,147,78,597,314,4,1,0.0,0.8
Oliver Lines,Cao Yupeng,7,1341,1406,0.4119083649163239,0.4594641607262107,347,165,2084,1022,343,180,2313,1193,146,77,444,224,186,104,457,248,4,2,0.0,0.6666666666666666
Ding Junhui,Gary Wilson,7,1501,1382,0.6580301976734948,0.5738312575916094,951,633,7277,4151,669,384,4280,2302,191,100,671,377,219,111,749,384,4,2,0.0,0.6666666666666666
Liu Hongyu,Chris Wakelin,7,1132,1420,0.16429297846297009,0.32739298293223956,18,11,91,54,363,194,2351,1208,48,29,91,54,266,152,634,333,4,3,0.0,0.5714285714285714
John Higgins,Mark Davis,7,1580,1326,0.8060824586598727,0.653622330899504,1797,1269,14008,8261,1284,763,8835,4801,327,194,1345,782,161,83,488,239,4,0,0.0,1.0
He Guoqiang,Hossein Vafaei,7,1182,1447,0.1839737621952785,0.3401782450279425,35,21,204,107,290,173,2016,1058,121,75,121,75,267,148,725,398,4,3,0.0,0.5714285714285714
Ali Carter,Jenson Kendrick,7,1507,955,0.9660741106736357,0.7989910002494707,1263,776,8538,4720,56,17,309,121,349,202,1059,610,68,16,208,82,4,0,0.0,1.0
Luca Brecel,Mohammed Asif,7,1526,1099,0.9238902030296949,0.7441211943032843,611,356,4062,2200,48,18,315,145,265,143,876,495,80,26,143,62,4,0,0.0,1.0
Zhang Anda,Elliot Slessor,7,1403,1293,0.6466907800352545,0.5683199834782481,432,217,2971,1503,328,156,2018,977,208,120,461,252,186,99,493,243,4,1,0.0,0.8
Zhou Yuelong,Ali Carter,7,1391,1507,0.34573343118721134,0.42800386706848137,462,274,2899,1561,1263,776,8538,4720,265,131,828,443,349,202,1059,610,4,1,0.0,0.8
Judd Trump,Yuan Sijun,7,1650,1453,0.7491668212476215,0.6206951913643555,1383,986,9434,5688,236,121,1486,759,410,259,1473,909,131,75,517,292,4,2,0.0,0.6666666666666666
Matthew Selt,Ricky Walden,7,1400,1344,0.5760654606907909,0.5349429451582145,836,452,5377,2797,1111,660,7498,4107,381,195,905,464,234,112,830,449,4,3,0.0,0.5714285714285714
Martin O'Donnell,He Guoqiang,7,1331,1182,0.6946979044907379,0.5920629281648192,471,236,2920,1476,35,21,204,107,98,53,379,194,121,75,121,75,4,2,0.0,0.6666666666666666
Ding Junhui,Luca Brecel,7,1501,1526,0.465864760862579,0.4843800842769844,951,633,7277,4151,611,356,4062,2200,191,100,671,377,265,143,876,495,4,3,0.0,0.5714285714285714
Liu Hongyu,Mark Williams,7,1132,1606,0.05685284569652571,0.23415437418020288,18,11,91,54,1752,1152,12782,7344,48,29,91,54,288,175,1119,654,4,3,0.0,0.5714285714285714
John Higgins,Oliver Lines,7,1580,1341,0.7919725105475417,0.645084137572727,1797,1269,14008,8261,347,165,2084,1022,327,194,1345,782,146,77,444,224,4,1,0.0,0.8
Zhang Anda,Ronnie O'Sullivan,7,1403,1612,0.238118079693393,0.3722678361394811,432,217,2971,1503,1476,1124,12723,7766,208,120,461,252,176,108,1082,643,4,2,0.0,0.6666666666666666
Judd Trump,Matthew Selt,9,1650,1400,0.8305589863516776,0.6513548646660542,1383,986,9434,5688,836,452,5377,2797,410,259,1473,909,381,195,905,464,5,1,0.0,0.8333333333333334
Liu Hongyu,Ding Junhui,9,1132,1501,0.08087801045806567,0.2844487760368946,18,11,91,54,951,633,7277,4151,48,29,91,54,191,100,671,377,5,2,0.0,0.7142857142857143
John Higgins,Martin O'Donnell,9,1580,1331,0.8296059536556128,0.6507869207968349,1797,1269,14008,8261,471,236,2920,1476,327,194,1345,782,98,53,379,194,5,1,0.0,0.8333333333333334
Zhang Anda,Zhou Yuelong,9,1403,1391,0.518450112354223,0.5074994375506203,432,217,2971,1503,462,274,2899,1561,208,120,461,252,265,131,828,443,5,4,0.0,0.5555555555555556
Judd Trump,John Higgins,11,1650,1580,0.6166451808732252,0.5436386872370789,1383,986,9434,5688,1797,1269,14008,8261,410,259,1473,909,327,194,1345,782,6,5,0.0,0.5454545454545454
Zhang Anda,Liu Hongyu,11,1403,1132,0.8726095321721828,0.6631804950993565,432,217,2971,1503,18,11,91,54,208,120,461,252,48,29,91,54,6,2,0.0,0.75
Judd Trump,Zhang Anda,17,1650,1403,0.9000702581032928,0.6496497492904088,1383,986,9434,5688,432,217,2971,1503,410,259,1473,909,208,120,461,252,9,7,0.0,0.5625
Fan Zhengyi,Gary Wilson,11,1325,1383,0.4028914906484895,0.4638133797682053,142,57,922,405,672,386,4300,2312,198,107,530,264,239,121,769,394,6,2,0.0,0.75
Mark Williams,Pang Junxu,11,1594,1429,0.7572090044732828,0.6016871801828567,1756,1155,12806,7359,132,71,825,427,312,190,1143,669,261,149,601,332,6,1,0.0,0.8571428571428571
Hossein Vafaei,Gong Chenzhi,11,1437,1074,0.9350825402753549,0.7124883131320702,293,175,2034,1069,11,8,69,41,285,159,743,409,69,41,69,41,6,1,0.0,0.8571428571428571
Robert Milkins,Yulu Bai,11,1399,1029,0.9385878253885315,0.7160597938157098,1103,641,7656,4106,6,3,40,20,460,234,851,434,40,20,40,20,6,1,0.0,0.8571428571428571
Jack Lisowski,Zhou Yuelong,11,1498,1431,0.6117877063659423,0.5417773692836367,763,466,4932,2700,467,278,2929,1581,327,180,1067,572,295,151,858,463,6,5,0.0,0.5454545454545454
Ding Junhui,Si Jiahui,11,1486,1454,0.5539679003439111,0.5199893401555818,956,637,7309,4169,143,75,928,493,223,118,703,395,314,177,678,363,6,2,0.0,0.75
John Higgins,Deng Haohui,11,1605,1009,0.992358435683077,0.8160782725804958,1803,1274,14047,8287,4,2,22,12,366,220,1384,808,22,12,22,12,6,0,0.0,1.0
Ali Carter,Dong Zihao,11,1514,1000,0.9826819992138743,0.7832996849890409,1267,779,8556,4733,0,0,0,0,367,215,1077,623,0,0,0,0,6,2,0.0,0.75
Fan Zhengyi,Mark Allen,11,1325,1524,0.2005243513226896,0.3781283576925339,142,57,922,405,1027,680,7233,4110,198,107,530,264,295,160,989,570,6,3,0.0,0.6666666666666666
Judd Trump,Jack Lisowski,11,1661,1498,0.7545747737356233,0.6004882745269664,1390,993,9489,5724,763,466,4932,2700,465,295,1528,945,327,180,1067,572,6,5,0.0,0.5454545454545454
Mark Selby,Hossein Vafaei,11,1569,1437,0.7117725460878024,0.5817593768418363,1504,1030,10747,6263,293,175,2034,1069,434,245,1283,727,285,159,743,409,6,5,0.0,0.5454545454545454
Neil Robertson,Ding Junhui,11,1433,1486,0.41111020930232867,0.46692337763389535,1223,815,9029,5199,956,637,7309,4169,231,115,944,535,223,118,703,395,6,5,0.0,0.5454545454545454
Ronnie O'Sullivan,Ali Carter,11,1615,1514,0.6655948512999666,0.5627917401386452,1480,1127,12744,7780,1267,779,8556,4733,197,122,1103,657,367,215,1077,623,6,3,0.0,0.6666666666666666
Robert Milkins,Shaun Murphy,11,1399,1547,0.2656828446942061,0.40854102156721994,1103,641,7656,4106,1323,872,9550,5432,460,234,851,434,318,193,946,544,6,5,0.0,0.5454545454545454
John Higgins,Kyren Wilson,11,1605,1572,0.5556431271115847,0.5206133097144486,1803,1274,14047,8287,958,609,6118,3451,366,220,1384,808,329,197,1392,795,6,3,0.0,0.6666666666666666
Luca Brecel,Mark Williams,11,1523,1594,0.3817398556921421,0.4557411415821268,615,359,4085,2215,1756,1155,12806,7359,288,158,899,510,312,190,1143,669,6,4,0.0,0.6
Mark Selby,Judd Trump,11,1569,1661,0.3483614432630792,0.44275214540144436,1504,1030,10747,6263,1390,993,9489,5724,434,245,1283,727,465,295,1528,945,6,1,0.0,0.8571428571428571
Neil Robertson,Fan Zhengyi,11,1433,1325,0.6762884110738897,0.5670929049654543,1223,815,9029,5199,142,57,922,405,231,115,944,535,198,107,530,264,6,1,0.0,0.8571428571428571
Ronnie O'Sullivan,John Higgins,11,1615,1605,0.516913659711329,0.5062496744995104,1480,1127,12744,7780,1803,1274,14047,8287,197,122,1103,657,366,220,1384,808,6,5,0.0,0.5454545454545454
Luca Brecel,Robert Milkins,11,1523,1399,0.7001574255021287,0.5768852611320463,615,359,4085,2215,1103,641,7656,4106,288,158,899,510,460,234,851,434,6,3,0.0,0.6666666666666666
Ronnie O'Sullivan,Mark Selby,19,1615,1569,0.6002080964095705,0.5287183569514396,1480,1127,12744,7780,1504,1030,10747,6263,197,122,1103,657,434,245,1283,727,10,7,0.0,0.5882352941176471
Luca Brecel,Neil Robertson,19,1523,1433,0.69017703192233,0.5560138905446199,615,359,4085,2215,1223,815,9029,5199,288,158,899,510,231,115,944,535,10,7,0.0,0.5882352941176471
Ronnie O'Sullivan,Luca Brecel,21,1615,1523,0.7028883215805679,0.5572478545985555,1480,1127,12744,7780,615,359,4085,2215,197,122,1103,657,288,158,899,510,11,9,0.0,0.55
Wang Xinzhong,Gong Chenzhi,11,1002,1066,0.3930880661471555,0.46008511544443426,1,0,7,2,12,8,76,42,7,2,7,2,76,42,76,42,6,5,0.0,0.5454545454545454
Fan Zhengyi,Mostafa Dorgham,11,1346,964,0.9442376592088808,0.7221196058493572,145,59,946,418,4,0,25,2,222,120,554,277,15,2,15,2,6,2,0.0,0.75
Long Zehuang,Yuan Sijun,11,1119,1480,0.06594815353644587,0.2885370176697987,39,18,208,100,240,124,1507,773,49,22,49,22,152,89,538,306,6,5,0.0,0.5454545454545454
